ID,Gender,DOB,CollegeID,CollegeTier,Degree,Specialization,CollegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,Salary
342610,m,1990-05-05,2563,2,B.Tech/B.E.,information technology,68,2563,0,Uttarakhand,2012,475000
536761,m,1991-06-23,124,2,B.Tech/B.E.,information technology,76.44,124,0,Orissa,2013,360000
649731,m,1990-06-17,2110,2,B.Tech/B.E.,information science engineering,72.73,2110,0,Karnataka,2012,420000
843047,f,1989-11-03,11516,2,B.Tech/B.E.,computer science & engineering,73,11516,0,Haryana,2012,200000
133153,m,1989-01-14,1358,2,B.Tech/B.E.,computer engineering,63,1358,1,Maharashtra,2010,555000
135273,m,1989-06-26,1429,2,B.Tech/B.E.,computer engineering,72.23,1429,1,Telangana,2010,615000
263859,m,1988-06-01,2513,2,B.Tech/B.E.,mechanical engineering,65.66,2513,0,Rajasthan,2011,450000
329604,m,1990-04-11,253,2,B.Tech/B.E.,electrical engineering,75.6,253,1,West Bengal,2012,320000
1068402,m,1993-06-16,15456,2,B.Tech/B.E.,computer science & engineering,69.31,15456,0,Andhra Pradesh,2014,350000
212055,m,1989-07-22,278,1,M.Tech./M.E.,computer engineering,77.5,278,0,Uttar Pradesh,2013,550000
225114,f,1987-09-20,4948,2,B.Tech/B.E.,computer engineering,72,4948,1,Rajasthan,2011,360000
1149223,f,1992-01-27,11024,2,B.Tech/B.E.,electronics and communication engineering,79,11024,1,Telangana,2013,200000
543844,m,1991-11-20,55,2,B.Tech/B.E.,information technology,70,55,0,Uttar Pradesh,2013,120000
641272,f,1992-04-04,9769,2,B.Tech/B.E.,electronics and communication engineering,79.75,9769,1,Telangana,2013,335000
1261826,m,1992-03-14,15446,2,B.Tech/B.E.,computer science & engineering,66.5,15446,0,Andhra Pradesh,2013,130000
692945,m,1990-11-10,8297,2,B.Tech/B.E.,computer science & engineering,76,8297,1,West Bengal,2013,320000
321139,f,1990-08-15,47,1,B.Tech/B.E.,electronics and electrical engineering,74,47,1,Delhi,2012,400000
86373,f,1989-03-18,4173,2,B.Tech/B.E.,instrumentation and control engineering,77.55,4173,1,Tamil Nadu,2010,150000
785663,m,1991-08-01,1982,2,B.Tech/B.E.,instrumentation and control engineering,67.34,1982,0,Uttar Pradesh,2014,220000
637623,m,1991-10-14,4415,2,B.Tech/B.E.,electronics and electrical engineering,76.5,4415,1,Telangana,2014,180000
1220653,f,1992-03-19,1012,2,B.Tech/B.E.,computer science & engineering,83,1012,1,Karnataka,2014,310000
1263022,f,1992-09-25,1237,2,B.Tech/B.E.,information technology,75,1237,1,Telangana,2014,325000
864091,m,1990-06-24,4504,2,B.Tech/B.E.,electronics and communication engineering,78.16,4504,0,Madhya Pradesh,2013,360000
543099,f,1991-07-03,12666,2,B.Tech/B.E.,electronics and communication engineering,70,12666,0,Uttar Pradesh,2013,325000
1084536,m,1990-09-29,470,2,MCA,computer application,70.05,470,1,Maharashtra,2014,425000
688018,m,1991-02-23,1638,2,B.Tech/B.E.,electronics engineering,67.08,1638,0,Uttar Pradesh,2013,180000
1274658,f,1991-04-24,7685,2,B.Tech/B.E.,information technology,80,7685,1,West Bengal,2013,320000
530678,m,1991-03-23,11759,2,B.Tech/B.E.,electronics and electrical engineering,71,11759,0,Uttarakhand,2013,180000
591405,m,1992-01-13,527,2,B.Tech/B.E.,computer engineering,77.4,527,0,Haryana,2013,605000
636523,f,1990-10-15,1622,2,B.Tech/B.E.,electronics and electrical engineering,67.6,1622,0,Madhya Pradesh,2013,410000
389343,m,1990-11-03,29,2,B.Tech/B.E.,computer engineering,75.5,29,1,Delhi,2012,430000
995189,m,1992-08-28,9803,2,B.Tech/B.E.,computer science & engineering,74.78,9803,1,Telangana,2013,145000
836769,m,1990-12-11,11584,2,B.Tech/B.E.,computer science & engineering,64,11584,0,Maharashtra,2012,180000
505714,m,1989-10-19,165,2,B.Tech/B.E.,computer engineering,59.7,165,1,Rajasthan,2012,240000
359173,f,1989-09-04,44,2,B.Tech/B.E.,computer engineering,81.76,44,0,Uttar Pradesh,2012,800000
259623,m,1988-06-02,1114,2,B.Tech/B.E.,electronics and communication engineering,69,1114,0,Tamil Nadu,2010,175000
713848,m,1990-07-24,231,2,B.Tech/B.E.,electronics & telecommunications,68,231,0,Maharashtra,2012,360000
65919,m,1988-08-21,3649,2,B.Tech/B.E.,computer engineering,65.7,3649,1,Karnataka,2010,470000
16400,m,1989-12-29,23,2,B.Tech/B.E.,electronics and communication engineering,66.61,23,0,Uttar Pradesh,2010,650000
995970,m,1992-08-29,8970,2,B.Tech/B.E.,computer science & engineering,71,8970,1,Telangana,2013,325000
530061,f,1991-07-18,11759,2,B.Tech/B.E.,electronics and communication engineering,78,11759,0,Uttarakhand,2013,300000
190224,m,1986-04-16,62,1,MCA,computer application,69.56,62,1,Delhi,2011,330000
514471,m,1989-04-27,2528,2,B.Tech/B.E.,electronics and communication engineering,65,2528,0,Uttar Pradesh,2012,200000
986780,m,1992-05-15,9737,2,B.Tech/B.E.,computer science & engineering,85,9737,0,Uttar Pradesh,2014,210000
1269397,m,1992-05-02,3801,2,B.Tech/B.E.,electronics and communication engineering,62.6,3801,0,Karnataka,2014,240000
670423,f,1992-07-27,9481,2,B.Tech/B.E.,information technology,68,9481,0,Tamil Nadu,2013,170000
794050,m,1992-07-28,8346,2,B.Tech/B.E.,computer science & engineering,71.3,8346,0,Uttar Pradesh,2014,350000
982135,m,1992-01-31,1424,2,B.Tech/B.E.,computer science & engineering,78,1424,0,West Bengal,2014,600000
631506,m,1992-03-09,5400,2,B.Tech/B.E.,computer engineering,65.6,5400,0,Madhya Pradesh,2013,350000
1075216,m,1991-01-28,7736,2,B.Tech/B.E.,computer science & engineering,71.18,7736,0,Chhattisgarh,2013,300000
790690,f,1992-08-28,4184,2,B.Tech/B.E.,computer science & engineering,80.36,4184,0,Andhra Pradesh,2013,275000
243897,f,1983-02-23,2656,2,B.Tech/B.E.,electronics and communication engineering,75.84,2656,0,Haryana,2011,400000
1083403,m,1991-10-09,6884,2,B.Tech/B.E.,information technology,83.01,6884,0,West Bengal,2014,315000
50601,m,1982-07-22,274,2,MCA,computer application,78.83,274,1,Karnataka,2009,300000
1091250,m,1991-06-20,10748,2,B.Tech/B.E.,electronics and communication engineering,61,10748,0,Tamil Nadu,2012,200000
626318,m,1991-01-01,5048,2,B.Tech/B.E.,electronics and communication engineering,78.4,5048,0,Madhya Pradesh,2013,180000
189286,m,1989-08-02,4042,2,B.Tech/B.E.,electronics and electrical engineering,90,4042,0,Tamil Nadu,2011,400000
536516,m,1990-04-10,914,2,B.Tech/B.E.,information technology,65,914,0,Uttar Pradesh,2012,210000
963241,m,1993-08-22,9173,2,B.Tech/B.E.,electronics and communication engineering,75,9173,1,Telangana,2014,380000
143999,m,1990-05-16,527,2,B.Tech/B.E.,electronics and communication engineering,67.4,527,0,Haryana,2011,200000
1171292,m,1992-05-24,14541,1,B.Tech/B.E.,computer science & engineering,61.2,14541,0,Orissa,2014,330000
65278,m,1988-02-08,2559,2,B.Tech/B.E.,mechanical engineering,65,2559,0,Karnataka,2010,180000
1089038,m,1992-05-17,4325,2,B.Tech/B.E.,electronics and communication engineering,72.38,4325,0,Andhra Pradesh,2013,345000
1043795,m,1991-03-18,11025,2,B.Tech/B.E.,electronics and communication engineering,74,11025,0,Uttar Pradesh,2013,350000
33117,m,1986-08-17,47,1,B.Tech/B.E.,computer engineering,72.91,47,1,Delhi,2010,475000
850679,m,1992-04-02,5256,2,B.Tech/B.E.,instrumentation and control engineering,88.9,5256,0,Orissa,2013,335000
823556,f,1992-10-13,272,2,B.Tech/B.E.,computer science & engineering,86,272,0,Punjab,2014,260000
963058,m,1993-01-06,1237,2,B.Tech/B.E.,computer science & engineering,74.3,1237,1,Telangana,2014,335000
350462,m,1990-11-18,1872,2,B.Tech/B.E.,biotechnology,70.46,1872,0,Karnataka,2012,100000
1106129,m,1993-06-26,167,2,B.Tech/B.E.,computer science & engineering,78.3,167,0,Haryana,2014,230000
115351,m,1990-01-15,153,2,B.Tech/B.E.,electronics and communication engineering,70.8,153,0,Punjab,2010,340000
359281,m,1990-05-10,1275,2,B.Tech/B.E.,computer engineering,61.54,1275,0,Kerala,2012,180000
350149,m,1990-08-18,9019,2,B.Tech/B.E.,electronics and communication engineering,69.8,9019,0,Haryana,2012,420000
625891,f,1991-09-16,5690,2,B.Tech/B.E.,electronics and communication engineering,70.34,5690,0,Uttar Pradesh,2013,150000
202864,m,1988-06-25,3174,2,MCA,computer application,77,3174,0,Andhra Pradesh,2011,480000
332860,m,1989-06-16,6638,2,M.Tech./M.E.,computer engineering,78.2,6638,0,Andhra Pradesh,2012,380000
121233,m,1989-06-26,5702,2,B.Tech/B.E.,information technology,65,5702,1,Rajasthan,2010,150000
1209279,m,1991-06-10,1995,2,B.Tech/B.E.,electronics engineering,69.84,1995,1,Maharashtra,2014,310000
1152368,m,1990-05-08,13001,2,B.Tech/B.E.,electronics and communication engineering,67.8,13001,0,Madhya Pradesh,2012,180000
140797,m,1988-06-29,2066,2,B.Tech/B.E.,electrical engineering,78,2066,1,West Bengal,2010,260000
455057,m,1990-06-07,272,2,B.Tech/B.E.,computer engineering,55,272,0,Punjab,2012,240000
628331,f,1991-12-07,429,2,B.Tech/B.E.,computer science & engineering,79,429,0,Uttar Pradesh,2013,200000
1042343,m,1991-03-26,2085,2,B.Tech/B.E.,electrical engineering,69,2085,0,West Bengal,2013,120000
64792,f,1988-12-27,1070,2,B.Tech/B.E.,computer engineering,57.66,1070,1,Karnataka,2010,530000
909180,m,1990-03-07,1589,1,B.Tech/B.E.,computer science & engineering,64.1,1589,0,Assam,2013,350000
359490,m,1990-02-14,1347,2,B.Tech/B.E.,computer engineering,68.9,1347,0,Union Territory,2012,120000
1062284,m,1992-09-28,2633,2,B.Tech/B.E.,electrical engineering,64,2633,0,Madhya Pradesh,2013,120000
341436,m,1990-04-25,127,2,B.Tech/B.E.,information technology,74.28,127,0,Maharashtra,2012,430000
1042501,f,1991-11-23,7685,2,B.Tech/B.E.,electronics and instrumentation engineering,75.3,7685,1,West Bengal,2013,85000
902366,m,1992-01-10,3918,2,B.Tech/B.E.,computer science & engineering,67.5,3918,1,Karnataka,2014,325000
319385,f,1990-09-24,5071,2,B.Tech/B.E.,industrial & production engineering,91.2,5071,0,Andhra Pradesh,2012,400000
1238752,m,1992-06-22,1111,2,B.Tech/B.E.,computer science & engineering,81,1111,0,Tamil Nadu,2013,180000
643096,m,1991-12-05,165,2,B.Tech/B.E.,electronics and communication engineering,81.2,165,1,Rajasthan,2014,325000
325868,f,1991-08-24,9164,2,B.Tech/B.E.,computer science & engineering,69.25,9164,1,Telangana,2012,210000
637115,m,1993-03-03,4501,2,B.Tech/B.E.,computer science & engineering,68.96,4501,0,Uttar Pradesh,2014,315000
1154783,f,1993-07-25,5508,2,B.Tech/B.E.,information technology,75,5508,0,Orissa,2014,200000
682129,m,1990-01-15,44,2,MCA,computer application,72.8,44,0,Uttar Pradesh,2013,200000
615313,m,1994-07-08,272,2,B.Tech/B.E.,computer engineering,76.05,272,0,Punjab,2014,305000
919397,m,1992-07-24,48,1,B.Tech/B.E.,electronics and communication engineering,80.22,48,1,Delhi,2014,350000
434621,m,1992-02-01,3054,2,B.Tech/B.E.,computer engineering,77,3054,0,Orissa,2012,95000
226017,m,1989-11-19,8099,2,B.Tech/B.E.,mechanical engineering,58,8099,0,Karnataka,2012,305000
1081685,m,1991-06-12,14381,2,B.Tech/B.E.,electronics and communication engineering,75,14381,1,West Bengal,2014,325000
1166135,f,1992-11-06,4032,2,B.Tech/B.E.,electrical engineering,74.36,4032,0,Andhra Pradesh,2014,305000
35275,m,1989-11-12,44,2,B.Tech/B.E.,information technology,69.98,44,0,Uttar Pradesh,2011,200000
1043850,m,1991-03-24,2318,2,B.Tech/B.E.,information science engineering,70,2318,1,Karnataka,2013,350000
38032,m,1985-12-21,11157,1,B.Tech/B.E.,mechanical engineering,78.2,11157,0,Jharkhand,2010,850000
324343,m,1987-12-05,7236,2,B.Tech/B.E.,computer engineering,60,7236,1,Maharashtra,2012,280000
407934,m,1990-12-18,3801,2,B.Tech/B.E.,mechanical engineering,88.6,3801,0,Karnataka,2012,440000
624733,m,1992-08-29,6996,2,B.Tech/B.E.,computer engineering,78.9,6996,1,Tamil Nadu,2013,300000
607667,f,1991-03-31,316,2,B.Tech/B.E.,information technology,83.63,316,1,Karnataka,2013,275000
304344,m,1987-02-06,494,2,B.Tech/B.E.,computer engineering,52,494,1,Maharashtra,2011,85000
82270,m,1986-08-12,2253,2,B.Tech/B.E.,mechanical engineering,75.2,2253,0,Orissa,2010,395000
615310,m,1993-01-15,272,2,B.Tech/B.E.,computer science & engineering,76.2,272,0,Punjab,2014,290000
1166852,f,1992-12-12,13984,2,B.Tech/B.E.,computer science & engineering,72.3,13984,1,Telangana,2014,325000
1156362,f,1993-04-24,2028,2,B.Tech/B.E.,information technology,73.4,2028,1,Rajasthan,2013,210000
711754,m,1989-10-28,129,2,B.Tech/B.E.,industrial engineering,82.7,129,0,Tamil Nadu,2013,390000
347445,m,1991-03-31,12478,2,B.Tech/B.E.,electronics and communication engineering,65.16,12478,0,Uttar Pradesh,2012,180000
329920,m,1990-07-29,6164,2,B.Tech/B.E.,computer engineering,71.8,6164,1,Telangana,2012,1300000
1068813,m,1992-01-25,11256,2,B.Tech/B.E.,electronics and communication engineering,62.71,11256,0,Karnataka,2013,250000
624266,m,1991-03-26,5815,2,B.Tech/B.E.,computer science & engineering,67.22,5815,0,Madhya Pradesh,2013,120000
345685,f,1990-06-01,6659,2,B.Tech/B.E.,electronics & instrumentation eng,88,6659,1,Tamil Nadu,2012,200000
530518,m,1991-02-09,11759,2,B.Tech/B.E.,information technology,79,11759,0,Uttarakhand,2013,150000
877241,m,1992-05-10,11973,1,B.Tech/B.E.,civil engineering,59,11973,1,Maharashtra,2014,345000
435229,m,1990-07-07,11982,2,B.Tech/B.E.,mechanical engineering,71,11982,0,Orissa,2012,320000
1089260,m,1990-05-07,14029,2,B.Tech/B.E.,computer science & engineering,81.7,14029,0,Orissa,2013,450000
242972,m,1990-07-03,55,2,B.Tech/B.E.,electronics and communication engineering,71.1,55,0,Uttar Pradesh,2011,340000
606946,m,1992-01-19,9159,2,B.Tech/B.E.,information technology,66,9159,1,Karnataka,2013,350000
64897,f,1988-02-13,1070,2,B.Tech/B.E.,information technology,69.03,1070,1,Karnataka,2010,400000
625377,m,1991-11-27,9019,2,B.Tech/B.E.,mechanical engineering,75,9019,0,Haryana,2013,390000
326334,f,1990-08-25,439,2,B.Tech/B.E.,computer engineering,70,439,1,Tamil Nadu,2012,325000
813008,m,1992-09-21,13388,2,B.Tech/B.E.,mechanical engineering,7.56,13388,0,Madhya Pradesh,2014,180000
924485,m,1991-11-19,429,2,B.Tech/B.E.,computer science & engineering,64,429,0,Uttar Pradesh,2014,145000
463002,m,1990-07-23,7627,2,B.Tech/B.E.,electronics and communication engineering,67.2,7627,0,Uttar Pradesh,2013,120000
203097,f,1990-02-19,1141,2,B.Tech/B.E.,computer engineering,78,1141,0,Andhra Pradesh,2011,420000
479885,m,1987-05-03,4042,2,B.Tech/B.E.,electronics and electrical engineering,63.1,4042,0,Tamil Nadu,2012,130000
609211,f,1991-07-17,285,1,B.Tech/B.E.,instrumentation and control engineering,85.5,285,0,Punjab,2013,700000
731810,m,1992-07-27,8819,2,B.Tech/B.E.,information technology,68.5,8819,1,Telangana,2013,310000
1149902,m,1993-03-23,2590,2,B.Tech/B.E.,computer science & engineering,75.67,2590,0,Andhra Pradesh,2014,145000
1101730,m,1992-01-25,2085,2,B.Tech/B.E.,computer science & engineering,70,2085,0,West Bengal,2013,370000
698109,m,1990-09-12,6408,2,B.Tech/B.E.,electronics and communication engineering,81.3,6408,0,Uttar Pradesh,2013,360000
595845,f,1991-12-10,44,2,B.Tech/B.E.,information technology,74.3,44,0,Uttar Pradesh,2014,340000
230211,m,1989-07-15,35,1,B.Tech/B.E.,electronics and electrical engineering,70,35,1,Delhi,2011,120000
687289,f,1991-12-18,7770,2,B.Tech/B.E.,information technology,74.68,7770,0,Madhya Pradesh,2013,300000
192948,f,1989-04-26,893,2,B.Tech/B.E.,computer engineering,79.7,893,0,Uttar Pradesh,2011,500000
1023622,m,1993-03-01,14342,2,B.Tech/B.E.,computer science & engineering,73,14342,0,Andhra Pradesh,2014,305000
271036,m,1988-08-25,1629,2,B.Tech/B.E.,computer engineering,74.81,1629,1,Karnataka,2011,530000
820734,m,1992-12-07,1129,2,B.Tech/B.E.,electrical engineering,68.4,1129,0,Rajasthan,2014,240000
449899,m,1990-09-12,4439,2,B.Tech/B.E.,computer engineering,73.3,4439,0,Uttar Pradesh,2012,150000
121509,f,1989-05-27,1294,2,B.Tech/B.E.,electronics and communication engineering,73.9,1294,0,Tamil Nadu,2010,520000
1115290,m,1991-07-15,221,2,B.Tech/B.E.,electronics engineering,62.5,221,0,Maharashtra,2013,110000
651807,m,1991-07-31,3356,2,B.Tech/B.E.,computer science & engineering,78.5,3356,1,Karnataka,2013,600000
619423,m,1992-06-03,9099,2,B.Tech/B.E.,electrical engineering,77,9099,0,Tamil Nadu,2013,40000
1081706,m,1992-08-26,4752,2,B.Tech/B.E.,electronics & telecommunications,70,4752,0,Andhra Pradesh,2014,570000
990494,f,1992-07-01,11788,2,B.Tech/B.E.,computer science and technology,73,11788,0,Andhra Pradesh,2014,220000
274016,m,1990-06-02,7077,2,B.Tech/B.E.,information technology,73.4,7077,0,Andhra Pradesh,2011,290000
1242036,m,1991-12-05,6545,2,B.Tech/B.E.,computer science & engineering,67,6545,0,Uttar Pradesh,2014,320000
1023314,m,1993-06-16,14342,2,B.Tech/B.E.,electronics and communication engineering,72.85,14342,0,Andhra Pradesh,2014,180000
988732,m,1993-01-10,137,2,B.Tech/B.E.,computer science & engineering,63.33,137,0,Uttar Pradesh,2014,95000
1045712,m,1990-07-01,8159,2,B.Tech/B.E.,information technology,74.78,8159,0,Uttar Pradesh,2013,95000
642720,m,1989-02-09,6874,2,MCA,computer application,68,6874,0,Uttarakhand,2013,240000
30142,m,1986-10-07,350,2,B.Tech/B.E.,mechanical engineering,64.25,350,0,Uttar Pradesh,2010,320000
211252,m,1988-07-23,495,2,MCA,computer application,82,495,1,Telangana,2011,495000
353081,m,1989-10-31,9481,2,B.Tech/B.E.,information technology,65.6,9481,0,Tamil Nadu,2012,355000
827501,m,1992-06-17,47,1,B.Tech/B.E.,electronics and electrical engineering,78.9,47,1,Delhi,2014,300000
1193792,m,1990-10-10,4562,2,B.Tech/B.E.,computer science & engineering,65.7,4562,0,Telangana,2012,200000
794209,m,1992-03-09,8350,2,B.Tech/B.E.,computer science & engineering,57.64,8350,0,Uttar Pradesh,2014,400000
1201536,m,1991-07-14,8524,2,B.Tech/B.E.,electronics and communication engineering,68,8524,0,Karnataka,2013,360000
664758,f,1989-02-11,13478,2,MCA,computer application,78,13478,0,Haryana,2013,300000
358114,f,1990-12-07,167,2,B.Tech/B.E.,information technology,73,167,0,Haryana,2012,450000
1098954,m,1989-12-01,11603,2,B.Tech/B.E.,information technology,65.18,11603,0,Maharashtra,2012,105000
530601,m,1990-11-03,11759,2,B.Tech/B.E.,information technology,81.89,11759,0,Uttarakhand,2013,290000
229508,m,1990-03-06,1245,2,B.Tech/B.E.,electronics and communication engineering,68,1245,1,Tamil Nadu,2011,280000
921123,f,1993-07-11,6196,2,B.Tech/B.E.,information technology,75.5,6196,0,Maharashtra,2014,325000
1095283,m,1992-04-16,13024,2,B.Tech/B.E.,electronics and communication engineering,65.59,13024,0,Andhra Pradesh,2013,335000
811379,m,1992-05-21,47,1,B.Tech/B.E.,electronics and communication engineering,74.4,47,1,Delhi,2014,325000
624224,m,1991-05-10,5815,2,B.Tech/B.E.,information technology,69.43,5815,0,Madhya Pradesh,2013,300000
1289956,m,1993-02-09,6851,2,B.Tech/B.E.,electronics and communication engineering,81,6851,0,West Bengal,2014,210000
282180,m,1987-07-18,4439,2,B.Tech/B.E.,information technology,71,4439,0,Uttar Pradesh,2011,500000
919418,m,1992-04-02,7376,2,B.Tech/B.E.,computer science & engineering,63.4,7376,0,Uttar Pradesh,2014,180000
742427,f,1992-11-18,5931,2,B.Tech/B.E.,electronics and communication engineering,81.11,5931,0,Andhra Pradesh,2013,300000
514215,m,1992-05-03,231,2,B.Tech/B.E.,electronics & telecommunications,64.86,231,0,Maharashtra,2013,335000
632512,m,1992-09-22,9737,2,B.Tech/B.E.,electronics and communication engineering,72,9737,0,Uttar Pradesh,2013,240000
224757,f,1989-10-14,8099,2,B.Tech/B.E.,electronics and communication engineering,79.8,8099,0,Karnataka,2011,400000
1251221,m,1992-04-01,485,2,B.Tech/B.E.,computer science & engineering,61.06,485,0,Uttar Pradesh,2013,210000
47476,f,1988-06-10,434,2,B.Tech/B.E.,electronics and communication engineering,67,434,1,Tamil Nadu,2010,205000
123610,m,1988-05-10,1277,2,B.Tech/B.E.,industrial & production engineering,62,1277,1,Maharashtra,2011,200000
317627,m,1988-05-23,110,2,B.Tech/B.E.,electronics and communication engineering,62.6,110,0,Haryana,2010,180000
63890,f,1984-12-06,11013,2,B.Tech/B.E.,electronics & telecommunications,75,11013,0,Orissa,2010,610000
644505,m,1992-01-08,13371,2,B.Tech/B.E.,computer science & engineering,85.6,13371,0,Union Territory,2013,200000
350244,f,1992-01-30,9019,2,B.Tech/B.E.,computer engineering,78,9019,0,Haryana,2012,400000
113192,m,1989-02-20,1015,2,B.Tech/B.E.,computer engineering,71.9,1015,0,Rajasthan,2010,620000
1240608,m,1992-07-25,14363,2,B.Tech/B.E.,computer science & engineering,73.08,14363,0,Punjab,2015,405000
963123,m,1993-06-28,9173,2,B.Tech/B.E.,computer science & engineering,76,9173,1,Telangana,2014,335000
1131892,m,1990-08-07,3668,2,B.Tech/B.E.,computer science & engineering,71.64,3668,0,Chhattisgarh,2013,95000
745677,f,1991-12-06,3158,2,B.Tech/B.E.,electronics and communication engineering,71,3158,1,Telangana,2013,205000
182616,m,1990-09-26,429,2,B.Tech/B.E.,information technology,73,429,0,Uttar Pradesh,2011,275000
298494,m,1990-05-09,2963,2,B.Tech/B.E.,electronics and communication engineering,57.81,2963,0,Karnataka,2011,280000
614047,m,1993-06-02,272,2,B.Tech/B.E.,mechanical engineering,68.58,272,0,Punjab,2014,115000
753317,m,1992-06-09,11000,2,B.Tech/B.E.,electronics and communication engineering,75.52,11000,1,Telangana,2013,335000
65707,m,1988-10-03,1648,2,B.Tech/B.E.,electronics & telecommunications,63.6,1648,1,Karnataka,2010,630000
837421,f,1993-09-01,11368,2,B.Tech/B.E.,computer science & engineering,80.05,11368,0,Uttar Pradesh,2014,305000
1035858,m,1992-04-01,215,2,B.Tech/B.E.,computer science & engineering,58.8,215,1,Maharashtra,2013,490000
1265819,m,1992-07-24,5050,2,B.Tech/B.E.,electronics and communication engineering,70,5050,0,Rajasthan,2013,240000
829759,m,1991-06-07,462,2,B.Tech/B.E.,mechatronics,65,462,1,Karnataka,2014,215000
913446,m,1992-12-24,15022,1,B.Tech/B.E.,computer science & engineering,63,15022,0,Tamil Nadu,2014,370000
1149020,f,1991-12-15,451,2,B.Tech/B.E.,electronics and communication engineering,66.45,451,1,Tamil Nadu,2013,300000
898265,m,1991-12-16,66,2,B.Tech/B.E.,computer science & engineering,71.36,66,0,Uttar Pradesh,2014,350000
640413,m,1990-10-11,2097,2,B.Tech/B.E.,computer engineering,70.7,2097,0,Uttar Pradesh,2013,180000
435465,f,1990-07-19,492,2,B.Tech/B.E.,electronics & instrumentation eng,62,492,1,Telangana,2011,200000
959934,m,1990-01-05,7255,2,B.Tech/B.E.,information technology,63.7,7255,0,Haryana,2014,145000
105067,m,1987-06-01,982,2,B.Tech/B.E.,electronics & telecommunications,63,982,1,Rajasthan,2010,120000
1148338,m,1991-12-03,1263,2,B.Tech/B.E.,electronics and electrical engineering,62,1263,1,Tamil Nadu,2013,325000
434862,f,1991-04-14,11352,2,B.Tech/B.E.,computer engineering,82.24,11352,1,Tamil Nadu,2012,360000
258714,m,1989-08-11,4103,2,B.Tech/B.E.,information technology,72.44,4103,0,Telangana,2010,180000
315763,m,1989-12-28,7827,2,B.Tech/B.E.,information technology,76,7827,0,Uttar Pradesh,2011,550000
267786,f,1985-11-27,462,2,MCA,computer application,78,462,1,Karnataka,2011,500000
513309,m,1990-04-29,11825,2,B.Tech/B.E.,computer engineering,71.72,11825,0,Uttar Pradesh,2012,415000
911962,m,1991-09-24,51,2,B.Tech/B.E.,information technology,75.8,51,0,Uttar Pradesh,2014,400000
416501,m,1990-01-18,51,2,B.Tech/B.E.,electronics and communication engineering,69.48,51,0,Uttar Pradesh,2012,360000
924141,m,1992-10-05,830,2,B.Tech/B.E.,information technology,71,830,1,Tamil Nadu,2014,200000
1202817,m,1991-10-11,1914,2,B.Tech/B.E.,mechanical engineering,67,1914,1,Telangana,2013,275000
145701,m,1988-12-16,1599,2,B.Tech/B.E.,electronics and communication engineering,72.7,1599,0,Meghalaya,2010,900000
305068,f,1989-08-05,5232,2,B.Tech/B.E.,electronics and communication engineering,63,5232,0,Haryana,2011,120000
1223805,m,1993-01-30,2485,2,B.Tech/B.E.,computer science & engineering,74,2485,1,Telangana,2014,205000
905220,m,1992-07-09,6290,1,B.Tech/B.E.,information technology,81,6290,0,Himachal Pradesh,2014,315000
1008888,m,1993-02-03,17933,2,B.Tech/B.E.,information technology,72,17933,0,Uttar Pradesh,2014,120000
806636,m,1992-05-20,11759,2,B.Tech/B.E.,electronics and communication engineering,62.2,11759,0,Uttarakhand,2014,240000
213053,m,1990-04-16,9184,2,B.Tech/B.E.,computer engineering,67,9184,1,Telangana,2011,350000
112994,m,1988-10-10,996,2,B.Tech/B.E.,information technology,77.85,996,1,Rajasthan,2010,470000
285832,f,1988-04-10,974,2,B.Tech/B.E.,computer engineering,69.47,974,0,Maharashtra,2011,420000
1029602,m,1992-11-08,8218,2,B.Tech/B.E.,electronics and electrical engineering,62.57,8218,0,Telangana,2013,345000
78381,m,1989-06-27,182,2,B.Tech/B.E.,electronics and communication engineering,74.5,182,1,Karnataka,2011,530000
1015635,m,1992-05-02,17208,2,B.Tech/B.E.,instrumentation and control engineering,74.24,17208,1,Delhi,2014,320000
1289938,m,1992-02-05,4979,2,B.Tech/B.E.,computer science & engineering,76,4979,0,West Bengal,2014,345000
637467,m,1992-07-09,8930,2,B.Tech/B.E.,computer science & engineering,76.6,8930,1,Telangana,2013,360000
359807,m,1988-12-23,8641,2,MCA,computer application,68.15,8641,1,Maharashtra,2012,240000
982693,m,1992-11-06,387,2,B.Tech/B.E.,computer science & engineering,71,387,0,Uttar Pradesh,2014,240000
229944,m,1989-09-25,568,2,B.Tech/B.E.,information technology,68.25,568,0,Uttar Pradesh,2011,520000
1152429,m,1989-05-08,1995,2,B.Tech/B.E.,computer science & engineering,54,1995,1,Maharashtra,2013,340000
216686,m,1988-06-14,4501,2,B.Tech/B.E.,electronics and electrical engineering,71.2,4501,0,Uttar Pradesh,2011,410000
555599,f,1991-07-20,1866,2,B.Tech/B.E.,computer engineering,76,1866,1,Karnataka,2013,550000
60260,m,1988-03-25,501,2,B.Tech/B.E.,information technology,64,501,0,Uttar Pradesh,2010,450000
1015299,f,1991-09-17,7827,2,B.Tech/B.E.,electronics and communication engineering,68.5,7827,0,Uttar Pradesh,2014,200000
1063224,m,1992-08-12,3931,2,B.Tech/B.E.,mechanical engineering,75.86,3931,0,Andhra Pradesh,2014,105000
309911,f,1989-01-22,5050,2,MCA,computer application,72,5050,0,Rajasthan,2011,100000
1202783,f,1993-01-01,16211,2,B.Tech/B.E.,computer science & engineering,75,16211,0,Andhra Pradesh,2014,275000
